date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:58:33	893047/893047	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226fc4a306a24016e2f6bd357fdfd3ee80%22	https://nft-tailwind.preview.uideck.com/images/picks/image-08.svg	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/images/picks/image-08.svg	(from https://nft-tailwind.preview.uideck.com/)
05:58:33	2532/2532	---M--	200	added ('OK')	image/png	etag:%226bc6fd552ef4743fd48e74714766b274%22	https://nft-tailwind.preview.uideck.com/images/picks/creator-08.png	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/images/picks/creator-08.png	(from https://nft-tailwind.preview.uideck.com/)
05:58:35	766876/766876	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223f14a67da9e858ba645699752098cd68%22	https://nft-tailwind.preview.uideck.com/images/collections/image-01.svg	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/images/collections/image-01.svg	(from https://nft-tailwind.preview.uideck.com/)
05:58:36	810129/810129	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22adc6aca9cc714a73ae0b21061311f9c3%22	https://nft-tailwind.preview.uideck.com/images/collections/image-02.svg	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/images/collections/image-02.svg	(from https://nft-tailwind.preview.uideck.com/)
05:58:37	458641/458641	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a044bf7b675056b213d7461bde3a247a%22	https://nft-tailwind.preview.uideck.com/images/collections/image-03.svg	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/images/collections/image-03.svg	(from https://nft-tailwind.preview.uideck.com/)
05:58:37	3747/3747	---M--	200	added ('OK')	image/jpeg	etag:%22f1f5bb5b47405f73dbb340575d30613b%22	https://nft-tailwind.preview.uideck.com/images/collections/creator-01.jpg	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/images/collections/creator-01.jpg	(from https://nft-tailwind.preview.uideck.com/)
05:58:39	612432/612432	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22827ae59d54b7263609e213574e610203%22	https://nft-tailwind.preview.uideck.com/images/collections/image-04.svg	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/images/collections/image-04.svg	(from https://nft-tailwind.preview.uideck.com/)
05:58:40	537341/537341	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e72de7aeb2fdad5e08580e74ae61602d%22	https://nft-tailwind.preview.uideck.com/images/collections/image-05.svg	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/images/collections/image-05.svg	(from https://nft-tailwind.preview.uideck.com/)
05:58:41	788657/788657	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22883be78137d77aa8e06568734c7e6749%22	https://nft-tailwind.preview.uideck.com/images/collections/image-06.svg	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/images/collections/image-06.svg	(from https://nft-tailwind.preview.uideck.com/)
05:58:42	874702/874702	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d298990c5dbb598a61e71e66dd8569f6%22	https://nft-tailwind.preview.uideck.com/images/collections/image-07.svg	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/images/collections/image-07.svg	(from https://nft-tailwind.preview.uideck.com/)
05:58:42	4131/4131	---M--	200	added ('OK')	image/jpeg	etag:%2245201f7320547d07771e86ad84e8935a%22	https://nft-tailwind.preview.uideck.com/images/collections/creator-02.jpg	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/images/collections/creator-02.jpg	(from https://nft-tailwind.preview.uideck.com/)
05:58:43	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2026%20May%202022%2004:58:43%20GMT	https://nft-tailwind.preview.uideck.com/index.html	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/index-2.html	(from https://nft-tailwind.preview.uideck.com/)
05:58:45	65499/65499	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d823a2f8496ebfd685f9dc8a072d2ea4%22	https://nft-tailwind.preview.uideck.com/js/tiny-slider.js	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/js/tiny-slider.js	(from https://nft-tailwind.preview.uideck.com/)
05:58:45	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2026%20May%202022%2004:58:45%20GMT	https://nft-tailwind.preview.uideck.com/index.html	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/index-2.html	(from https://nft-tailwind.preview.uideck.com/explore-items)
05:58:46	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2026%20May%202022%2004:58:46%20GMT	https://nft-tailwind.preview.uideck.com/index.html	/home/bsoft/websites/test/nft-tailwind.preview.uideck.com/index-2.html	(from https://nft-tailwind.preview.uideck.com/explore-items)
